ID,頭文字,品目名,読み,類似語,出し方（一覧）,出し方（詳細）,出し方のポイント,URL1
2873,ふ,フロントフォーク(自転車),ふろんとふぉーく（じてんしゃ）,フロントホーク 自転車部品,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。ただし、業者が作業したものは市では収集できません。（作業した業者に処理を依頼してください。）,
2874,ふ,粉砕機,ふんさいき,,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
2875,ふ,粉末飲料の袋,ふんまついんりょうのふくろ,クリープ コーヒーミルク コーヒー用クリーム スポーツドリンクの袋 ポカリの袋 アクエリアスの袋 コーヒーの袋,プラスチック製容器包装,,識別表示を確認して出してください。（汚れのひどいものは普通ごみとして出してください。）,
2876,ふ,粉末洗剤,ふんまつせんざい,詰め替え用洗剤 粉石鹸 粉洗剤 クレンザー,普通ごみ,,,
2877,ふ,噴霧器(機械式）,ふんむき（きかいしき）,園芸用噴霧器,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
2878,ふ,噴霧器(スプレー状のもの),ふんむきすぷれーじょうのもの,,空き缶・ペットボトル,,中身を使いきって出してください。（穴あけは不要です。）/プラスチック製のキャップはプラスチック製容器包装として出してください。（識別表示を確認して出してください。）/中身が出せない場合は「中身入り」と張り紙をして小物金属で出してください。,
2879,ふ,ブーツ,ぶーつ,登山用ブーツ レインブーツ スノーブーツ テントブーツ レザーブーツ ムートンブーツ ロングブーツ 風呂用ブーツ お風呂ブーツ バイクブーツ ライダーブーツ,普通ごみ,,,
2880,ふ,ブーツスタンド(金属製),ぶーつすたんど（きんぞくせい）,ブーツキーパー ブーツホルダー ブーツ立て,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
2881,ふ,ブーツスタンド(木製・プラスチック製),ぶーつすたんど（もくせい・ぷらすちっくせい）,ブーツキーパー ブーツホルダー ブーツ立て,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2882,ふ,ブックエンド(金属製),ぶっくえんど（きんぞくせい）,本しきり,小物金属,,,
2883,ふ,ブックエンド(金属製以外),ぶっくえんど（きんぞくせいいがい）,本しきり,普通ごみ,,,
2884,ふ,ブックケース・ブックカバー（紙製）,ぶっくけーすぶっくかばー（かみせい）,ノートカバー 文庫本カバー コミックスカバー 本のカバー コミックカバー 紙のブックカバー,ミックスペーパー,,,
2885,ふ,ブックケース・ブックカバー（紙製以外）,ぶっくけーすぶっくかばー（かみせいいがい）,ノートカバー 文庫本カバー コミックスカバー 本のカバー コミックカバー 紙のブックカバー,普通ごみ,,,
2886,ふ,ブックスタンド(金属製),ぶっくすたんど（きんぞくせい）,本立 本たて 本立て プラスチック製の本立て 書見台 スチールブックスタンド 読書スタンド 楽譜たて 楽譜スタンド,小物金属,,,
2887,ふ,ブックスタンド(金属製以外),ぶっくすたんど（きんぞくせいいがい）,書見台 読書スタンド 楽譜たて 楽譜スタンド,普通ごみ,,,
2888,ふ,仏具(金属製),ぶつぐ（きんぞくせい）,仏壇の金物,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
2889,ふ,仏具(陶器・ガラス製),ぶつぐ（とうき・がらすせい）,,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2890,ふ,仏具(木製),ぶつぐ（もくせい）,卒塔婆,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2891,ふ,仏壇,ぶつだん,,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
2892,ふ,ブティックハンガー,ぶてぃっくはんがー,ブティックハンガーラック,粗大ごみ,,,
2893,ふ,ブラインド,ぶらいんど,ブラインドカーテン シルキーカーテン ラインドレープ 窓のブラインド,粗大ごみ,,ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個の粗大ごみとして出すことができます。,
2894,ふ,ブラウス,ぶらうす,,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
2895,ふ,ブラシ,ぶらし,洋服ブラシ シャンプーブラシ トイレブラシ ヘアブラシ 風呂用ブラシ 洗濯ブラシ ヘアーブラシ お風呂場のブラシ トイレ用ブラシ 洗車ブラシ お風呂ブラシ ボディブラシ 掃除ブラシ 便所ブラシ チークブラシ ガスブラシ モミダッシュ バスブラシ お風呂掃除ブラシ ナイロントイレブラシ 窓ブラシ メイクブラシ バスタブブラシ ヘヤーブラシ 犬用トリミングブラシ スポンジブラシ 化粧ブラシ 食器洗いブラシ エチケットブラシ トイレのブラシ 靴ブラシ トレイブラシ 髪ブラシ 毛染めブラシ トイレ掃除のブラシ 毛とりブラシ トイレ磨きブラシ プラスチックブラシ 浴室用ブラシ ナイロンブラシ スノーブラシ すきまブラシ フェイスブラシ お風呂のブラシ シューズブラシ カメラ用ブラシ 柄付スポンジ 浴槽ブラシ 爪ブラシ お風呂洗いブラシ ペットブラシ アイブローブラシ ダニブラシ トイレ清掃用ブラシ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2896,ふ,ブラックボード,ぶらっくぼーど,,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2897,ふ,ブランコ,ぶらんこ,子供用ブランコ,粗大ごみ,,,
2898,ふ,BDプレーヤー・DVDプレーヤー,ぶるーれいでぃすくぷれーやーでぃーぶいでぃーぷれーやー,DVDデッキ  ポータブルDVD機器 ポータブルDVDプレイヤー コンパクトdvdプレイヤー bdレコーダー ブルーレイプレイヤー ポータブルDVDプレーヤー 小型DVDプレーヤー ブルーレイディスクレコーダー DVD再生プレイヤー ブルーレイプレーヤー ブルーレイ再生機,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。/長辺30cm未満で、30cm×15cmの回収ボックスの投入口に入るものは小型家電としても出すことができます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
2899,ふ,ブレーキパッド,ぶれーきぱっど,ブレーキパット,その他,,市では収集できません。（販売店等に相談してください。）,
2900,ふ,ブレッドケース(木・プラスチック製),ぶれっどけーすき・ぷらすちっくせい,フードケース,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2901,ふ,ブレッドケース(金属製),ぶれっどけーすきんぞくせい,フードケース,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
2902,ふ,ブレッドケース(陶器製),ぶれっどけーすとうきせい,フードケース,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2903,ふ,ブローブラシ,ぶろーぶらし,ドライヤーのブラシ,普通ごみ,,,
2904,ふ,ブロック(玩具),ぶろっくがんぐ,おもちゃブロック レゴブロック デュプロ,普通ごみ,,,
2905,ふ,文鎮（金属製）,ぶんちん（きんぞくせい）,習字道具 書道道具 紙おさえ ペーパーウェイト ペーパーウエイト 紙押さえ,小物金属,,,
2906,ふ,文鎮（金属製以外）,ぶんちん（きんぞくせいいがい）,習字道具 書道道具 紙おさえ ペーパーウェイト ペーパーウエイト ガラス文鎮 紙押さえ,普通ごみ,,,
2907,ふ,分度器(金属製),ぶんどき（きんぞくせい）,,小物金属,,,
2908,ふ,分度器(プラスチック製),ぶんどき（ぷらすちっくせい）,,普通ごみ,,,
2909,ふ,分配器(金属製),ぶんぱいききんぞくせい,分波器 分配機 スプリッタ スプリッター,小物金属,,,
2910,ふ,分配器(プラスチック製),ぶんぱいきぷらすちっくせい,分波器 分配機 スプリッタ スプリッター,普通ごみ,,,
2911,ふ,文房具(金属製),ぶんぼうぐ（きんぞくせい）,,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
2912,ふ,文房具(プラスチック製),ぶんぼうぐ（ぷらすちっくせい）,,普通ごみ,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
2913,ふ,プラグ,ぷらぐ,ACプラグ 電源プラグ 変換プラグ 電気プラグ コンセントプラグ スイングプラグ 変換ジャック ステレオミニプラグ,小物金属,,,
2914,ふ,プラスチックケース,ぷらすちっくけーす,プラステックケース プラスチック箱 プラスチックBOX 保存容器ケース プラ箱 小物入れ プラスチックのはこ CDボックス プラスチックの入れ物 プラスチックのケース プラスチック製の箱 パスタ入れ プラスチックボックス プラスチック製のケース プラスチック製箱 プラスティックケース カセットボックス プラスチック小物入れ プラスチック入れ物 プラスチック物入れ パスタようき パスタ容器 プラスチックの箱 プラスチック保存容器 小物いれ プラスチック製ケース ポリプロピレン容器 プラスチック製ケース プラスティックボックス 小物ケース プラスチック性ケース 小物箱 DSカセットケース アクセサリーケース,普通ごみ,プラスチック製容器包装,最長辺50cm以上のものは粗大ごみとして出してください。/識別表示を確認し、プラスチック製容器包装に該当するものはプラスチック製容器包装として出してください。,
2915,ふ,プラスチック製気泡緩衝材（商品を購入したときの緩衝材）,ぷらすちっくせいきほうかんしょうざい（しょうひんをこうにゅうしたときのかんしょうざい）,エアーキャップ エアーパッキン エアキャップ  エアパッキン エヤーキャップ プチプチ ぷちぷち エアークッション 梱包材 プチプチビニール 梱包資材 気泡緩衝シート エアパック エア緩衝材 プチプチ緩衝材 梱包緩衝材 気泡入り緩衝材 エアパッキング 包装プチプチ 気泡材 プチプチ包装 エア梱包ビニール 梱包材料 梱包クッション ぷちぷちシート エアピロ 気泡緩衝剤 気泡入り緩衝剤 エアーパック 緩衝材プチプチ 気泡暖衝材 梱包プチプチ プチプチシート プチプチマット プラスチック緩衝材 プチプチ君,プラスチック製容器包装,,識別表示を確認して出してください。,
2916,ふ,プラスチック製気泡緩衝材（商品として購入したもの）,ぷらすちっくせいきほうかんしょうざい（しょうひんとしてこうにゅうしたもの）,エアーキャップ エアーパッキン エアキャップ  エアパッキン エヤーキャップ プチプチ ぷちぷち エアークッション 梱包材 プチプチビニール 梱包資材 気泡緩衝シート エアパック エア緩衝材 プチプチ緩衝材 梱包緩衝材 気泡入り緩衝材 エアパッキング 包装プチプチ 気泡材 プチプチ包装 エア梱包ビニール 梱包材料 梱包クッション ぷちぷちシート エアピロ 気泡緩衝剤 気泡入り緩衝剤 エアーパック 緩衝材プチプチ 気泡暖衝材 梱包プチプチ プチプチシート プチプチマット プラスチック緩衝材 プチプチ君,普通ごみ,,緩衝材を商品として購入したものは、プラスチック製容器包装ではなく普通ごみとして出してください。,
2917,ふ,プラスチック製のかご,ぷらすちっくせいのかご,プラスチック製のカゴ 買い物かご プラスチックカゴ 買い物籠 買い物カゴ ボトルコンテナ ビニールカゴ 3段かご 3段かご 整理かご スーパーのかご ビールかご スーパーのカゴ 雑貨かご プラ籠 プラスチックのかご プラスチックコンテナ あみかご プラスチック製かご プラスティックかご プラスチック製カゴ プラスチック買い物かご プラ製のカゴ 果物かご 果物籠 パールパーキー プラスチックバスケット,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2918,ふ,プラスチック製密閉容器,ぷらすちっくせいみっぺいようき,食品タッパーウェア タッパウエアー タッパ容器 保存容器 プラスチック密閉容器 食品保存ケース 保存容器ケース タッパウェアー タッパーウエアー ジップロックコンテナー タッパーウェアー タッパー容器 食品保存容器 調理タッパー ZIPロック 食料保存容器 つけもの容器 プラスチック製密閉容器 プラスチックタッパー プラスチック保存容器 保存用タッパー ジプロック容器 プラスティックタッパー フードキーパー タッパー タッパ,普通ごみ,,プラスチック製密閉容器を商品として購入したものは、プラスチック製容器包装ではなく、普通ごみとして出してください。,
2919,ふ,プラスチック段ボール,ぷらすちっくだんぼーる,プラ段ボール 段プラ プラダン プラ製段ボール プラスチックダンボール プラスティックダンボール,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。,
2920,ふ,プラスチック粘土,ぷらすちっくねんど,お湯まる おゆまる,普通ごみ,,,
2921,ふ,プラスチックの棒・パイプ,ぷらすちっくのぼう,プラスチック棒,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。（ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個の粗大ごみとして出すことができます。）,
2922,ふ,プラスチックハンマー,ぷらすちっくはんまー,,普通ごみ,,,
2923,ふ,プラスチックマット,ぷらすちっくまっと,,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2924,ふ,プラスチックラップカッター,ぷらすちっくらっぷかったー,,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2925,ふ,プラネタリウム(家庭用),ぷらねたりうむ（かていよう）,ホームスター,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。/長辺30cm未満で、30cm×15cmの回収ボックスの投入口に入るものは小型家電としても出すことができます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
2926,ふ,プラモデル,ぷらもでる,ゾイド,普通ごみ,,電池は使用済み乾電池として出してください。/最長辺50cm以上のものは粗大ごみとして出してください。/金属類・モーターは小物金属として出してください。,
2927,ふ,プラモデルの枠,ぷらもでるのわく,プラモデルの部品 プラモデルのわく,普通ごみ,,,
2928,ふ,プラレール,ぷられーる,,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2929,ふ,プランター(木・プラスチック製),ぷらんたーきぷらすちっくせい,プラスチックプランター 木製プランター プラスチック製のプランター プランターポット 園芸用プランター,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2930,ふ,プランタースタンド（金属製）,ぷらんたーすたんど（きんぞくせい）,フラワースタンド 植木鉢スタンド プランター台 フラワーラック 植木鉢台,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
2931,ふ,プランタースタンド（金属製以外）,ぷらんたーすたんど（きんぞくせいいがい）,フラワースタンド 植木鉢スタンド プランター台 フラワーラック 植木鉢台,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
2932,ふ,プランター(陶器製),ぷらんたーとうきせい,陶器プランター 園芸用プランター,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2933,ふ,プリザーブドフラワー,ぷりざーぶどふらわー,ブリザードフラワー,普通ごみ,,,
2934,ふ,プリンター,ぷりんたー,インクジェットプリンター レーザープリンター 複合プリンター プリンター複合機 パソコンプリンター カラリオ カラープリンター 熱転写 家庭用プリンター フォトプリンター 複合型印刷機 複合印刷機 カラーコピー プリンタ複合機 レーザプリンター 複合機プリンター PCプリンター インクジェット複合機 写真用プリンター 複合型プリンター プロッター レーザー複合機,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。/長辺30cm未満で、30cm×15cmの回収ボックスの投入口に入るものは小型家電としても出すことができます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
2935,ふ,プリンのフタ(プラスチック製),ぷりんのふた（ぷらすちっくせい）,プリンふた,プラスチック製容器包装,,銀紙は普通ごみとして出してください。,
2936,ふ,プリンの容器（ガラス・陶器製）,ぷりんのようき（がらす・とうきせい）,プリンカップ プリン容器 プリンのカップ,普通ごみ,,,
2937,ふ,プリンの容器（プラスチック製）,ぷりんのようき（ぷらすちっくせい）,プリンカップ プリン容器 プリンのカップ,プラスチック製容器包装,,,
2938,ふ,プレイジム,ぷれいじむ,ベビージム,粗大ごみ,,,
2939,ふ,プレイマット,ぷれいまっと,,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。,
2940,ふ,プレパラート,ぷれぱらーと,カバーガラス スライドガラス,普通ごみ,,,
2941,ふ,プロジェクションテレビ,ぷろじぇくしょんてれび,リアプロジェクションテレビ プロジェクターテレビ プロジェクトテレビ プロジェクションディスプレイ 液晶プロジェクション,粗大ごみ,,メーカーで「家電リサイクル法の対象外」であることを確認したうえで、「家電リサイクル対象外メーカー確認済」と表示して出してください。,
2942,ふ,プロジェクター,ぷろじぇくたー,ホームプロジェクター,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。/長辺30cm未満で、30cm×15cmの回収ボックスの投入口に入るものは小型家電としても出すことができます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
2943,ふ,プロジェクタースクリーン,ぷろじぇくたーすくりーん,,粗大ごみ,,ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個の粗大ごみとして出すことができます。,
2944,ふ,プロテクター,ぷろてくたー,膝当て バイク用プロテクター,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2945,ふ,プロポ(ラジコンの送信機),ぷろぽ（らじこんのそうしんき）,ラジコンコントローラ,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。/長辺30cm未満で、30cm×15cmの回収ボックスの投入口に入るものは小型家電としても出すことができます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
2946,へ,ヘアースプレー,へあーすぷれー,ヘアスプレー缶 ウーノ ヘアームース ヘヤースプレー缶 ムースの缶 ヘアムース缶 整髪用ムース ヘアスタイリング剤 毛染めスプレー ヘヤスプレー缶 ヘアースプレー缶,空き缶・ペットボトル,,中身を使いきって出してください。（穴あけは不要です。）/プラスチック製のキャップはプラスチック製容器包装として出してください。（識別表示を確認して出してください。）/中身が出せない場合は「中身入り」と張り紙をして小物金属で出してください。,
2947,へ,ヘアースプレーの包装フィルム,へあーすぷれーのほうそうふぃるむ,ヘアスプレー缶 ヘヤスプレー缶,プラスチック製容器包装,,識別表示を確認して出してください。,
2948,へ,ヘアカッター,へあかったー,サボカッター,小物金属,,厚紙等で包み「刃物キケン」と表示して出してください。,
2949,へ,ヘアカラー(アルミチューブ),へあからーあるみちゅーぶ,髪染めチューブ 毛染めチューブ 毛染めのチューブ 白髪染め 毛染め 毛染め容器 ブローネヘアマニキュア ヘアマニキュア ヘアカラー容器 ヘアーカラー カラー剤 けぞめチューブ ヘアダイ ヘアカラーチューブ 白髪染め容器 ヘアーカラーの容器 ヘアカラーの容器 ヘアダイ容器 白髪染めの容器,普通ごみ,,プラスチック製のキャップはプラスチック製容器包装として出してください。（識別表示を確認して出してください。）,
2950,へ,ヘアカラー(エアゾール缶),へあからー（えあぞーるかん）,ヘアカラースプレー ヘアカラー缶 ヘアーカラーの容器 ヘアカラーの容器 白髪染めの容器,空き缶・ペットボトル,,中身を使いきって出してください。（穴あけは不要です。）/プラスチック製のキャップはプラスチック製容器包装として出してください。（識別表示を確認して出してください。）/中身が出せない場合は「中身入り」と張り紙をして小物金属で出してください。,
2951,へ,ヘアカラー(プラスチック容器),へあからーぷらすちっくようき,髪染めチューブ 毛染めチューブ 毛染めのチューブ 白髪染め 毛染め 毛染め容器 ブローネヘアマニキュア ヘアマニキュア ヘアカラー容器 ヘアーカラー カラー剤 けぞめチューブ ヘアダイ 白髪染め容器 ヘアーカラーの容器 ヘアカラーの容器 ヘアダイ容器 白髪染めの容器 ヘアカラーのチューブ,プラスチック製容器包装,,識別表示を確認して出してください。/汚れのひどいものは普通ごみとして出してください。,
2952,へ,ヘアキャップ,へあきゃっぷ,,普通ごみ,,,
2953,へ,ヘアバンド（金属製）,へあばんど（きんぞくせい）,ヘアーバンド,小物金属,,,
2954,へ,ヘアバンド（金属製以外）,へあばんど（きんぞくせいいがい）,ヘアーバンド,普通ごみ,,,
2955,へ,ヘアピン,へあぴん,ピン止め アメピン ピン留め ヘヤピン ヘアーピン Uピン アメリカピン,小物金属,,,
2956,へ,ヘアワックス,へあわっくす,ヘアクリーム ウーノ ヘアスタイリング剤 ヘアークリーム ヘアー剤 ヘアカラー剤 ヘアーワックス,普通ごみ,,容器はプラスチック製のものはプラスチック製容器包装として、金属製のものは小物金属として出してください。,
2957,へ,ヘアワックスの容器(プラスチック製),へあわっくすのようきぷらすちっくせい,ヘアクリーム ヘアワックス容器 ウーノ ヘアスタイリング剤 ヘアーワックス,プラスチック製容器包装,,識別表示を確認して出してください。（汚れのひどいものは普通ごみとして出してください。）,
2958,へ,ヘアワックスの容器(金属製),へあわっくすのようききんぞくせい,ヘアクリーム ヘアワックス容器 ウーノ ヘアスタイリング剤 ヘアーワックス,小物金属,,,
2959,へ,ヘッドセット,へっどせっと,,小物金属,,,
2960,へ,ヘッドホンステレオ,へっどほんすてれお,ステレオヘッドホン ヘッドフォーン ヘッドホーン ステレオヘッドフォン,小物金属,,長辺30cm未満で、30cm×15cmの回収ボックスの投入口に入るものは小型家電としても出すことができます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
2961,へ,ヘッドホンハンガー（金属製）,へっどほんはんがー（きんぞくせい）,,小物金属,,,
2962,へ,ヘッドホンハンガー（金属製以外）,へっどほんはんがー（きんぞくせいいがい）,,普通ごみ,,,
2963,へ,ヘッドボード(ベッドの頭側の板),へっどぼーど,,粗大ごみ,普通ごみ,ベッド枠とマットレス（スプリング含む）は1セットとして出すことができます。/排出時に最長辺50cm未満のものは普通ごみとして出してください。,
2964,へ,ヘッドマウントディスプレイ,へっどまうんとでぃすぷれい,,小物金属,,,
2965,へ,ヘッドライト,へっどらいと,ヘッドランプ 車のライト 車のヘッドライト フォグランプ 自転車ランプ バイクのライト HID 前照灯,普通ごみ,,ただし、業者が作業したものは市では収集できません。（作業した業者に処理を依頼してください。）,
2966,へ,ヘッドレスト,へっどれすと,車のヘッドレスト,普通ごみ,,ただし、業者が作業したものは市では収集できません。（作業した業者に処理を依頼してください。）,
2967,へ,ヘラ(金属製),へら（きんぞくせい）,金属ヘラ お好みヘラ もんじゃへら スクレイパー,小物金属,,,
2968,へ,ヘラ(木・プラスチック・シリコン製),へらもくせいぷらすちっくせい,ねんどヘラ ゴムヘラ スパチュラ 木ベラ きべら 木べら ゴムへら ゴムべら ねんどへら 粘土べら シリコンヘラ 陶芸用のへら スクレイパー シリコンへら,普通ごみ,,,
2969,へ,ヘリウムガス缶,へりうむがすかん,ヘリュウムガス ヘリュムガス ヘリュムガスボンベ ヘリウムガスのボンベ,空き缶・ペットボトル,,中身を使いきって出してください。（穴あけは不要です。）/プラスチック製のキャップはプラスチック製容器包装として出してください。（識別表示を確認して出してください。）/中身が出せない場合は「中身入り」と張り紙をして小物金属で出してください。,
2970,へ,ヘリウムガスボンベ(使いきりタイプ),へりうむがすぼんべ（つかいきりたいぷ）,ヘリュウムガス ヘリュムガス ヘリュムガスボンベ ヘリウムガスのボンベ,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。ただし、高圧ガス保安法対象外製品のものは市では収集できません。（販売店等に相談してください。）,
2971,へ,ヘルメット,へるめっと,フルフェイスヘルメット バイクヘルメット バイクのヘルメット 野球ヘルメット 自転車ヘルメット バイク用ヘルメット オートバイ用ヘルメット 野球のヘルメット オートバイヘルメット ハーフメット ハ゛イクヘルメット 子供用ヘルメット 野球防具 工事用ヘルメット 工事ヘルメット 簡易ヘルメット アメフトのヘルメット スキー用ヘルメット 防災用へルメット 野球用ヘルメット,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2972,へ,ヘルメット用カバー,へるめっとようかばー,ヘルメットカバー,普通ごみ,,,
2973,へ,ヘルメット用シールド,へるめっとようしーるど,ヘルメットシールド,普通ごみ,,,
2974,へ,ベイブレード（金属製）,べいぶれーど（きんぞくせい）,,小物金属,,,
2975,へ,ベイブレード（金属製以外）,べいぶれーど（きんぞくせいいがい）,,普通ごみ,,,
2976,へ,ベーゴマ,べーごま,べーごま,小物金属,,散乱しないように透明の袋に入れて出してください。,
2977,へ,ベール,べーる,ヴェール,普通ごみ,,,
2978,へ,べっこう製品,べっこうせいひん,鼈甲,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2979,へ,ベッド,べっど,すのこベッド ソファーベッド パイプベッド ベット ベットマット 折りたたみベット 2段ベット スプリングベッド パイプベット 脚付きベッド 折りたたみベッド 二段ベット 二段ベッド ソファベッド シングルベッド 簡易ベッド ロフトベッド 寝具 折り畳みベッド シングルソファベッド ダブルベッド ソファベット 2段ベッド ソファーベット 折り畳み敷きベッド 折り畳みベット 畳ベッド セミダブルベッド クールベッド システムベッド パイプ2段ベッド パイプ式ベッド 組み立てベッド ハイベッド 足つきベッド 介護ベッド スイングベッド 折りたたみ式ベッド スノコベッド ダブルベット 折り畳み式ベッド スチールベッド すのこベット パイプソファーベッド シングルベット 介護用ベット ロフトベット おりたたみベッド スノコベット ガスハッチ,粗大ごみ,,ベッド枠とマットレス（スプリング含む）は1セットとして出すことができます。,
2980,へ,ベッドカバー(布製),べっどかばー（ぬのせい）,ベットカバー ベッドスプレッド 寝具 ベッドシート シーツカバー ベットスプレッド,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
2981,へ,ベッドガード,べっどがーど,ベッド柵 布団止め,粗大ごみ,,,
2982,へ,ベッドサイドチェスト,べっどさいどちぇすと,,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
2983,へ,ベッドフレーム,べっどふれーむ,ベッド枠 ベットフレーム ベッド木枠 ベットの枠,粗大ごみ,普通ごみ,ベッド枠とマットレス（スプリング含む）は1セットとして出すことができます。/排出時に最長辺50cm未満のものは普通ごみとして出してください。,
2984,へ,ベッドマット・マットレス,べっどまっとまっとれす,ふとんマットレス 敷きマットレス ベッドマットレス 三つ折りマット 寝具 べットマットレス 布団マットレス 折り畳みマットレス 脚付マットレス スポンジマットレス ベビーベッドマットレス 低反発マット エアギャップ エアマットレス ベビーマットレス ベットマットレス ベット用マット 三つ折りマットレス 低反発マットレス 敷マット ウレタンマットレス 低反発ふとん 低反発敷き布団 折りたたみマットレス,粗大ごみ,,ベッド枠とマットレス（スプリング含む）は1セットとして出すことができます。,
2985,へ,ベッドメリー（機械式）,べっどめりー（きかいしき）,ジムメリー サークルメリー,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
2986,へ,ベッドメリー（機械式以外）,べっどめりー（きかいしきいがい）,ジムメリー サークルメリー,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2987,へ,ベニヤ板,べにやいた,合板 ベニア板 板切れ ベニア板 ベニヤいた,粗大ごみ,普通ごみ,姿見・つい立（板状）・トタン板・波板・風呂ふた・コタツ板・額縁・ベニヤ板・すのこ・鉄板類・ホワイトボード（板のみ）・黒板（板のみ）・一斗缶（板状につぶしたもの）・つっぱり棚は、5枚を1個の粗大ごみとして出すことができます。/最長辺50cm未満のものは普通ごみとして出してください。,
