Name,GarbageType,DetailType,Description,Url
バーナーキャップ(ガスコンロ),小物金属,,ただし、業者が作業したものは市では収集できません。（作業した業者に処理を依頼してください。）,
バーベキュー網,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
BBQ網,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
バーベキュー用網,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
バーベキュー用金網,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
バーベキューのあみ,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
バーベキュー金網,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
バーベキューグリル,粗大ごみ,,,
バーベキューコンロ,粗大ごみ,,,
炭焼きコンロ,粗大ごみ,,,
バーベキュウコンロ,粗大ごみ,,,
バーベキューセット,粗大ごみ,,,
バーべキュウコンロ,粗大ごみ,,,
BBQコンロ,粗大ごみ,,,
炭焼きグリル,粗大ごみ,,,
グリルボール,粗大ごみ,,,
バーベキューテーブル,粗大ごみ,,,
アウトドア用テーブル,粗大ごみ,,,
キャンピングテーブル,粗大ごみ,,,
ピクニックテーブル,粗大ごみ,,,
パーベキュー用テーブル,粗大ごみ,,,
バーベル,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。（バーと重りを1セットとして出すことができます。）,
バーベルプレート,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。（バーと重りを1セットとして出すことができます。）,
バール,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
バイオリンケース,粗大ごみ,,,
バイクカバー,普通ごみ,,,
バイクのカバー,普通ごみ,,,
オートバイカバー,普通ごみ,,,
バイク用カバー,普通ごみ,,,
バイクシート,普通ごみ,,概ね2mを超えるものは市では収集できません。（販売店等に相談してください。）,
バイクのシート,普通ごみ,,概ね2mを超えるものは市では収集できません。（販売店等に相談してください。）,
バイクタンク,その他,,市では収集できません。（販売店等に相談してください。）,
バイクハンドル,その他,,市では収集できません。（販売店等に相談してください。）,
バイクのハンドル,その他,,市では収集できません。（販売店等に相談してください。）,
バイクボックス,普通ごみ,粗大ごみ,最長辺50cm以上のもは粗大ごみとして出してください。,
バイクの荷台,普通ごみ,粗大ごみ,最長辺50cm以上のもは粗大ごみとして出してください。,
サイドボックス,普通ごみ,粗大ごみ,最長辺50cm以上のもは粗大ごみとして出してください。,
バイクBOX,普通ごみ,粗大ごみ,最長辺50cm以上のもは粗大ごみとして出してください。,
タンクバック,普通ごみ,粗大ごみ,最長辺50cm以上のもは粗大ごみとして出してください。,
バイクロック,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
バイク用チェーン,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
チェーンロック,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
自転車ロック,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
チェーン錠,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
バイクチェーン,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
バインダー,普通ごみ,,金属部分は分離可能であれば小物金属として出してください。,
用箋挟,普通ごみ,,金属部分は分離可能であれば小物金属として出してください。,
クリップファイル,普通ごみ,,金属部分は分離可能であれば小物金属として出してください。,
伝票ホルダー,普通ごみ,,金属部分は分離可能であれば小物金属として出してください。,
バインダーファイル,普通ごみ,,金属部分は分離可能であれば小物金属として出してください。,
バインダーノート,普通ごみ,,金属部分は分離可能であれば小物金属として出してください。,
リングバインダー,普通ごみ,,金属部分は分離可能であれば小物金属として出してください。,
バウンサー,粗大ごみ,,,
バウンサーテーブル,粗大ごみ,,,
ベビーバウンサー,粗大ごみ,,,
ベビースイング,粗大ごみ,,,
バギーボード,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
爆竹,普通ごみ,,未使用のものは水にぬらしてから出してください。,
馬具(金属製),小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
轡,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
バグフィルター(金属製),小物金属,,,
集塵フィルター,小物金属,,,
バグフィルター(繊維),普通ごみ,,,
馬具(木製・革製),普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ハーネス,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ポリバケツ,普通ごみ,粗大ごみ,「ごみです。」等と表示して出してください。/最長辺50cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
ポリばけつ,普通ごみ,粗大ごみ,「ごみです。」等と表示して出してください。/最長辺50cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
ポリバケツのふた,普通ごみ,粗大ごみ,「ごみです。」等と表示して出してください。/最長辺50cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
ゴミバケツ,普通ごみ,粗大ごみ,「ごみです。」等と表示して出してください。/最長辺50cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
ごみバケツ,普通ごみ,粗大ごみ,「ごみです。」等と表示して出してください。/最長辺50cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
ゴミポリ容器,普通ごみ,粗大ごみ,「ごみです。」等と表示して出してください。/最長辺50cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
ポリエチレン容器,普通ごみ,粗大ごみ,「ごみです。」等と表示して出してください。/最長辺50cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
ゴミポリバケツ,普通ごみ,粗大ごみ,「ごみです。」等と表示して出してください。/最長辺50cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
プラスチック製バケツ,普通ごみ,粗大ごみ,「ごみです。」等と表示して出してください。/最長辺50cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
ポリ容器,普通ごみ,粗大ごみ,「ごみです。」等と表示して出してください。/最長辺50cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
バケツ型洗濯機,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
電気バケツ,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
バケツ洗濯機,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
バケツ(金属製),小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
バケツのふた,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
鉄バケツ,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
ステンレスバケツ,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
ブリキバケツ,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
ブリキのバケツ,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
ブリキ製バケツ,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
アルミバケツ,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
バケツ(プラスチック製),普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
プラスチックバケツ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
プラバケツ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
モップ絞り機,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
ランドリーバケツ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
タブトラックス,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
哺乳瓶消毒ケース,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
バスケットゴール,粗大ごみ,,,
バスタブ,粗大ごみ,,ただし、業者が作業したものは市では収集できません。（作業した業者に処理を依頼してください。）,
浴槽,粗大ごみ,,ただし、業者が作業したものは市では収集できません。（作業した業者に処理を依頼してください。）,
バスポリッシャー（電動式）,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。/長辺30cm未満で、30cm×15cmの回収ボックスの投入口に入るものは小型家電としても出すことができます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
充電式バスポリッシャー,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。/長辺30cm未満で、30cm×15cmの回収ボックスの投入口に入るものは小型家電としても出すことができます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
バスポンプ,小物金属,,,
ふろ水ポンプ,小物金属,,,
風呂ポンプ,小物金属,,,
お風呂のポンプ,小物金属,,,
電動ポンプ,小物金属,,,
電動風呂水ポンプ,小物金属,,,
洗濯機ポンプ,小物金属,,,
洗濯機用風呂水ポンプ,小物金属,,,
洗濯ポンプ,小物金属,,,
バスリリー,普通ごみ,,,
バスローブ,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
バターケース(プラスチック製),プラスチック製容器包装,,識別表示を確認して出してください。/バターケースを商品として購入したものは普通ごみとして出してください。,
バター入れ物,プラスチック製容器包装,,識別表示を確認して出してください。/バターケースを商品として購入したものは普通ごみとして出してください。,
マーガリンケース,プラスチック製容器包装,,識別表示を確認して出してください。/バターケースを商品として購入したものは普通ごみとして出してください。,
バター・チーズの包み紙(銀紙),普通ごみ,,,
チーズの包み紙,普通ごみ,,,
チーズ包み紙,普通ごみ,,,
バターナイフ(金属製),小物金属,,,
バターナイフ(金属製以外),普通ごみ,,,
ばち(打楽器),普通ごみ,,,
太鼓ばち,普通ごみ,,,
太鼓のばち,普通ごみ,,,
バックハンガー(金属製),小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
バックハンガー(プラスチック製),普通ごみ,粗大ごみ,最長辺50cm以上にものは粗大ごみとして出してください。,
バックル(ベルトの金具),小物金属,,,
ベルトのバックル,小物金属,,,
ベルトの金具,小物金属,,,
ベルトの金属部分,小物金属,,,
バックルベルト,小物金属,,,
ベルトバックル,小物金属,,,
ベルト金具,小物金属,,,
バックレスト,小物金属,粗大ごみ,最長辺30cm以上は粗大ごみとして出してください。,
タンデムバック,小物金属,粗大ごみ,最長辺30cm以上は粗大ごみとして出してください。,
バッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
野球バック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
エナメルバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ショルダーバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
スクールバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ビニールバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ハンドバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ハンドバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ビジネスバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
レザーバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
革バッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
布バック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
布バッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ボストンバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
スポーツバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
スポーツバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
革製バッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ナイロンバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ナイロンバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ボストンバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ショルダーバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
スーツ携行バック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
トートバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
チェーンバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ビーズバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
エナメルスポーツバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ビニールバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
メッシュバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ポシェット,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ビニール製バッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
エナメルバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ビジネスバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ビニールコーティングバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
トートバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
皮バッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
通学バッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ガーメントケース,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ガーメントバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
カメラバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
サドルバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
トラベルバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ビーチバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ボウリングバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ボウリングボールバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
着物バッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
セカンドバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ネイルバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
プールバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
キャリアバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
マイバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
クリアバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
買物バッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
幼稚園バッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
キャンパスバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
はんどばっく,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
メッセンジャーバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
かごバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
デザインバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
スタッズバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
スタッズバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
布地バッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
キャンバストートバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
不織布バッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
布のバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
布製バック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
布製バッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
クラッチバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
クラッチバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ドラムバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ドラムバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
籠バッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
籐バック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ビーズバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
革のバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
スイミングバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ナイロン製バッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ポートフォリオバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
合皮バック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
肩掛けバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
合皮バッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
パソコンバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
プールバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
スイミングバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ダイビングバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
スーツバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
水泳バッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
野球バッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ボディバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ネットバッグ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
アームバック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
ボウリング用バック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
バッグ・かばんのひも,普通ごみ,,,
鞄のひも,普通ごみ,,,
バッグキャリア,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
キャリアバッグ,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
バッテリー(防災用・車など),その他,,市では収集できません。（販売店等に相談してください。）,
バイクバッテリー,その他,,市では収集できません。（販売店等に相談してください。）,
車バッテリー,その他,,市では収集できません。（販売店等に相談してください。）,
車のバッテリー,その他,,市では収集できません。（販売店等に相談してください。）,
廃バッテリー,その他,,市では収集できません。（販売店等に相談してください。）,
自動車バッテリー,その他,,市では収集できません。（販売店等に相談してください。）,
カーバッテリー,その他,,市では収集できません。（販売店等に相談してください。）,
リールのバッテリー,その他,,市では収集できません。（販売店等に相談してください。）,
釣りバッテリー,その他,,市では収集できません。（販売店等に相談してください。）,
リールバッテリー,その他,,市では収集できません。（販売店等に相談してください。）,
バイクのバッテリー,その他,,市では収集できません。（販売店等に相談してください。）,
オートバイのバッテリー,その他,,市では収集できません。（販売店等に相談してください。）,
バイク用バッテリー,その他,,市では収集できません。（販売店等に相談してください。）,
鉛電池,その他,,市では収集できません。（販売店等に相談してください。）,
蓄電器,その他,,市では収集できません。（販売店等に相談してください。）,
電動リール用バッテリー,その他,,市では収集できません。（販売店等に相談してください。）,
原付バッテリー,その他,,市では収集できません。（販売店等に相談してください。）,
電動リールバッテリー,その他,,市では収集できません。（販売店等に相談してください。）,
電動リールのバッテリー,その他,,市では収集できません。（販売店等に相談してください。）,
鉛蓄電池,その他,,市では収集できません。（販売店等に相談してください。）,
パワモリクン,その他,,市では収集できません。（販売店等に相談してください。）,
バッテリーチェッカー,小物金属,,,
バッテリー電解液(希硫酸),その他,,市では収集できません。（販売店等に相談してください。）/補充液(成分が蒸留水・精製水のもの)は下水に流してください。,
バッテリー液,その他,,市では収集できません。（販売店等に相談してください。）/補充液(成分が蒸留水・精製水のもの)は下水に流してください。,
バッテリー補充液,その他,,市では収集できません。（販売店等に相談してください。）/補充液(成分が蒸留水・精製水のもの)は下水に流してください。,
バット(金属製:調理用),粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
アルミバット,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
アルミトレイ,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
金属製バット,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
揚げ物用バット,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
金物バット,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
調理用バット,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
天ぷらバット,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
ステンレス水切りトレー,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
バットケース(布製),普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
バット(スポーツ用品),粗大ごみ,,ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個の粗大ごみとして出すことができます。,
金属バット,粗大ごみ,,ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個の粗大ごみとして出すことができます。,
野球のバット,粗大ごみ,,ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個の粗大ごみとして出すことができます。,
野球バット,粗大ごみ,,ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個の粗大ごみとして出すことができます。,
プラスティックバット,粗大ごみ,,ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個の粗大ごみとして出すことができます。,
おもちゃのバット,粗大ごみ,,ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個の粗大ごみとして出すことができます。,
おもちゃバット,粗大ごみ,,ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個の粗大ごみとして出すことができます。,
プラスチックのバット,粗大ごみ,,ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個の粗大ごみとして出すことができます。,
プラスチックバット,粗大ごみ,,ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個の粗大ごみとして出すことができます。,
木製バット,粗大ごみ,,ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個の粗大ごみとして出すことができます。,
野球用バット,粗大ごみ,,ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個の粗大ごみとして出すことができます。,
バトン(スポーツ用:金属製),粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
バトン(スポーツ用:プラスチック製),普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
バドミントンシャトル,普通ごみ,,,
バトミントンのハネ,普通ごみ,,,
バトミントンシャトル,普通ごみ,,,
バドミントン羽,普通ごみ,,,
バドミントンの羽根,普通ごみ,,,
バドミントンラケット,粗大ごみ,小物金属,5本までを1個の粗大ごみとして出すことができます。/排出時に最長辺30cm未満のものは小物金属としてだしてください。,
バトミントンラケット,粗大ごみ,小物金属,5本までを1個の粗大ごみとして出すことができます。/排出時に最長辺30cm未満のものは小物金属としてだしてください。,
バドミントンのラケット,粗大ごみ,小物金属,5本までを1個の粗大ごみとして出すことができます。/排出時に最長辺30cm未満のものは小物金属としてだしてください。,
